Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,SalePrice,TOTAL_BSMT_SF_SQRT,OPEN_PORCH_SF_SQRT,TOTAL_FLR_SQFT,SOLD_DATE,SOLD_HOW_LONG_AGO,GARAGE_CAPACITY,TOTAL_FLR_SQFT_PER_LOT_AREA
694,30,RL,60.0,5400,Pave,No,Reg,Lvl,AllPub,Corner,Sev,OldTown,Norm,Norm,1Fam,1Story,5,6,1921,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1073,GasA,Ex,Y,SBrkr,0,1073,0,0,1,0,2,1,TA,4,Typ,0,No,Detchd,1968.0,Unf,1,326,TA,TA,Y,0,112,0,0,0,No,No,No,0,WD,Abnorml,108480,32.7566787083184,0.0,1073,2006-12-01,5144,326,0.19870370370370372
695,50,RM,51.0,6120,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0,Unf,0,927,GasA,TA,Y,SBrkr,0,1539,0,0,1,1,3,1,TA,5,Typ,0,No,Detchd,1995.0,Unf,2,576,TA,TA,Y,112,0,0,0,0,No,MnPrv,No,0,WD,Normal,141500,30.44667469527666,0.0,1539,2009-04-01,4292,288,0.2514705882352941
696,20,RL,54.0,13811,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,6,1987,1987,Gable,CompShg,HdBoard,HdBoard,BrkFace,72.0,TA,TA,CBlock,Gd,Gd,No,GLQ,980,LwQ,40,92,GasA,Gd,Y,SBrkr,0,1137,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1987.0,Unf,2,551,TA,TA,Y,125,0,0,0,0,No,No,No,0,WD,Normal,176000,33.34666400106613,0.0,1137,2006-07-01,5297,275,0.0823256824270509
697,30,RM,50.0,6000,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1921,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,616,Unf,0,0,GasA,Gd,Y,SBrkr,0,616,0,0,1,0,2,1,TA,4,Typ,0,No,Detchd,1921.0,Unf,1,205,TA,TA,Y,0,129,0,0,0,No,No,No,0,WD,Normal,89000,24.819347291981714,0.0,616,2006-06-01,5327,205,0.10266666666666667
698,20,RL,57.0,6420,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Ex,Gd,Mn,LwQ,210,ALQ,551,219,GasA,Fa,Y,FuseA,0,1148,0,1,1,0,2,1,TA,6,Typ,0,No,Detchd,1952.0,Unf,1,308,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,123500,31.304951684997057,0.0,1148,2006-09-01,5235,308,0.17881619937694704
699,20,RL,65.0,8450,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,553,BLQ,117,224,GasA,Ex,Y,SBrkr,0,894,1,0,1,0,3,1,TA,5,Typ,1,Gd,Detchd,1973.0,Unf,1,336,TA,TA,Y,416,0,0,0,0,No,MnPrv,No,0,WD,Normal,138500,29.899832775452108,12.0,894,2010-04-01,3927,336,0.10579881656804734
700,120,FV,59.0,4282,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,16,Unf,0,1375,GasA,Ex,Y,SBrkr,0,1391,0,0,2,0,2,1,Gd,5,Typ,0,No,Attchd,2004.0,RFn,2,530,TA,TA,Y,156,0,0,0,0,No,No,No,0,WD,Normal,196000,37.296112397943034,12.569805089976535,1391,2008-07-01,4566,265,0.32484820177487156
701,20,RL,85.0,14331,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,630.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1274,Unf,0,526,GasA,Ex,Y,SBrkr,0,1800,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,Fin,3,765,TA,TA,Y,270,0,0,0,0,No,No,No,0,WD,Normal,312500,42.42640687119285,8.831760866327848,1800,2006-05-01,5358,255,0.1256018421603517
702,20,RL,80.0,9600,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1969,1969,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1164,GasA,TA,Y,SBrkr,0,1164,0,0,1,1,3,1,TA,6,Typ,0,No,Attchd,1969.0,Unf,2,528,TA,TA,Y,0,0,0,0,0,No,No,No,0,COD,Normal,140000,34.11744421846396,0.0,1164,2006-07-01,5297,264,0.12125
703,60,RL,82.0,12438,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,466.0,Ex,TA,PConc,Ex,Gd,No,Unf,0,Unf,0,1234,GasA,Ex,Y,SBrkr,0,2576,0,0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,2006.0,Fin,3,666,TA,TA,Y,324,0,0,0,0,No,No,No,0,New,Partial,361919,35.12833614050059,10.0,2576,2006-07-01,5297,222,0.20710725196977006
704,190,RM,76.0,7630,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2Story,5,9,1900,1996,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,Unf,0,Unf,0,360,GasA,Gd,Y,SBrkr,0,1812,0,0,2,0,4,2,Gd,8,Typ,1,Po,Detchd,1999.0,Unf,2,672,TA,TA,N,344,40,0,0,0,No,MnPrv,No,0,WD,Normal,140000,18.973665961010276,0.0,1812,2010-05-01,3897,336,0.23748361730013107
705,20,RL,70.0,8400,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,109.0,Gd,TA,PConc,Gd,TA,Av,GLQ,712,Unf,0,761,GasA,Ex,Y,SBrkr,0,1484,1,0,2,0,3,1,Gd,7,Typ,0,No,Attchd,2004.0,RFn,2,606,TA,TA,Y,0,0,144,0,0,No,No,No,0,WD,Normal,213000,38.379682124790975,5.916079783099616,1484,2010-05-01,3897,303,0.17666666666666667
706,190,RM,70.0,5600,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,4,5,1930,1950,Hip,CompShg,VinylSd,Wd Shng,None,0.0,Fa,Fa,Slab,No,No,No,No,0,No,0,0,GasA,Fa,N,SBrkr,0,1092,0,0,2,0,3,2,Fa,7,Mod,0,No,No,1978.0,No,0,0,No,No,N,0,0,0,0,0,No,No,Othr,3500,WD,Normal,55000,0.0,0.0,1092,2010-07-01,3836,0,0.195
707,20,RL,70.04995836802665,115149,Pave,No,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,5,1971,2002,Gable,CompShg,Plywood,Plywood,Stone,351.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,1219,Unf,0,424,GasA,TA,Y,SBrkr,0,1824,1,0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,1971.0,Unf,2,739,TA,TA,Y,380,0,0,0,0,No,No,No,0,WD,Normal,302000,40.53393639902249,6.928203230275509,1824,2007-06-01,4962,369,0.015840345986504443
708,120,RL,48.0,6240,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,Gd,TA,PConc,Gd,TA,No,GLQ,863,Unf,0,461,GasA,Ex,Y,SBrkr,0,1324,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,Fin,2,550,TA,TA,Y,192,0,0,0,0,No,No,No,0,WD,Normal,254000,36.38681079732051,6.164414002968976,1324,2009-12-01,4048,275,0.21217948717948718
709,60,RL,65.0,9018,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,728,GasA,Ex,Y,SBrkr,0,1456,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2007.0,Fin,2,400,TA,TA,Y,100,0,0,0,0,No,No,No,0,New,Partial,179540,26.981475126464083,4.898979485566356,1456,2007-07-01,4932,200,0.1614548680416944
710,20,RL,70.04995836802665,7162,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkCmn,41.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,876,GasA,TA,Y,SBrkr,0,904,0,0,1,0,3,1,TA,6,Typ,0,No,Attchd,1966.0,Unf,1,408,TA,TA,Y,0,0,0,0,0,No,MnPrv,No,0,WD,Abnorml,109900,29.597297173897484,0.0,904,2008-12-01,4413,408,0.12622172577492322
711,30,RL,56.0,4130,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,6,1935,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0,Unf,0,270,GasA,Gd,Y,SBrkr,0,729,0,0,1,0,2,1,TA,5,Maj2,0,No,No,1978.0,No,0,0,No,No,N,0,0,0,0,0,No,No,No,0,WD,Normal,52000,16.431676725154983,0.0,729,2008-07-01,4566,0,0.1765133171912833
712,50,C (all),66.0,8712,Pave,Pave,Reg,HLS,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,7,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Stone,TA,TA,Mn,Unf,0,Unf,0,859,GasA,Gd,Y,SBrkr,0,1178,0,0,1,0,2,1,TA,7,Typ,0,No,Detchd,1964.0,RFn,1,384,TA,TA,N,68,98,0,0,0,No,No,No,0,WD,Abnorml,102776,29.30870177950569,0.0,1178,2010-01-01,4017,384,0.13521579430670339
713,120,RL,40.0,4671,Pave,No,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,767,Unf,0,461,GasA,Gd,Y,SBrkr,0,1228,1,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,1988.0,Fin,2,472,TA,TA,Y,168,0,0,0,0,No,No,No,0,WD,Normal,189000,35.04283093587046,10.954451150103322,1228,2008-10-01,4474,236,0.2628987368871762
714,190,RL,60.0,9873,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,2fmCon,1Story,4,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,160.0,TA,TA,CBlock,TA,TA,Av,ALQ,789,Unf,0,171,GasW,TA,N,SBrkr,0,960,1,0,1,0,3,1,TA,6,Typ,0,No,Detchd,1970.0,Unf,2,576,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,129000,30.983866769659336,16.97056274847714,960,2006-05-01,5358,288,0.09723488301428138
715,60,RL,70.04995836802665,13517,Pave,No,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,2Story,6,8,1976,2005,Gable,CompShg,HdBoard,Plywood,BrkFace,289.0,Gd,TA,CBlock,TA,TA,No,GLQ,533,Unf,0,192,GasA,Ex,Y,SBrkr,0,1479,0,0,2,1,3,1,Gd,6,Typ,0,No,Attchd,1976.0,RFn,2,475,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,130500,26.92582403567252,6.6332495807108,1479,2010-03-01,3958,237,0.10941777021528445
716,20,RL,78.0,10140,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1064,GasA,TA,Y,SBrkr,0,1350,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1974.0,RFn,2,478,TA,TA,Y,0,0,0,0,0,No,MnPrv,No,0,WD,Normal,165000,32.61901286060018,0.0,1350,2009-08-01,4170,239,0.13313609467455623
717,70,RM,60.0,10800,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1890,1998,Gable,CompShg,Wd Sdng,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,718,GasA,Ex,Y,SBrkr,0,2554,0,0,1,1,3,1,TA,8,Typ,0,No,Detchd,1996.0,Unf,2,704,TA,TA,P,0,143,0,0,0,No,No,No,0,WD,Normal,159500,26.795522013948524,6.928203230275509,2554,2007-07-01,4932,352,0.2364814814814815
718,20,RL,80.0,10000,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1973,2000,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,1084,Unf,0,92,GasA,Gd,Y,SBrkr,0,1178,0,1,1,1,3,1,Gd,5,Typ,1,Fa,Attchd,1973.0,Unf,2,439,TA,TA,Y,224,0,0,0,0,No,MnPrv,No,0,WD,Normal,157000,34.292856398964496,0.0,1178,2008-11-01,4443,219,0.1178
719,60,RL,96.0,10542,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1994,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,651.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1173,Unf,0,138,GasA,Ex,Y,SBrkr,0,2418,1,0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1993.0,RFn,3,983,TA,TA,Y,250,216,0,0,0,No,No,No,0,WD,Normal,341000,36.207733980463345,12.409673645990857,2418,2008-08-01,4535,327,0.22936824132043254
720,20,RL,69.0,9920,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1969,1969,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,523,Unf,0,448,GasA,TA,Y,SBrkr,0,971,0,0,1,1,3,1,TA,5,Typ,1,Po,Attchd,1969.0,Unf,1,300,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,128500,31.160872901765767,0.0,971,2006-05-01,5358,300,0.09788306451612903
721,120,RL,70.04995836802665,6563,Pave,No,IR1,Low,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1148,Unf,0,594,GasA,TA,Y,SBrkr,0,1742,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1985.0,RFn,2,564,TA,TA,Y,114,234,0,0,0,No,No,No,0,WD,Normal,275000,41.737273509418415,5.291502622129181,1742,2006-12-01,5144,282,0.2654273960079232
722,120,RM,70.04995836802665,4426,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Av,GLQ,662,Unf,0,186,GasA,Ex,Y,SBrkr,0,848,1,0,1,0,1,1,Gd,3,Typ,0,No,Attchd,2004.0,RFn,2,420,TA,TA,Y,160,0,0,0,0,No,No,No,0,WD,Normal,143000,29.120439557122072,0.0,848,2010-05-01,3897,210,0.19159511974694984
723,20,RL,70.0,8120,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,191,Unf,0,673,GasA,Ex,Y,SBrkr,0,864,0,0,1,0,3,1,TA,5,Typ,0,No,Detchd,1994.0,Unf,2,463,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,124500,29.393876913398138,0.0,864,2009-07-01,4201,231,0.10640394088669951
724,50,RL,60.0,8172,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,6,1954,1972,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,941,GasA,Ex,Y,SBrkr,0,1470,0,0,2,0,4,1,TA,7,Typ,0,No,Detchd,1958.0,Unf,1,548,TA,TA,Y,0,0,0,156,0,No,No,No,0,WD,Normal,135000,30.675723300355934,0.0,1470,2008-05-01,4627,548,0.17988252569750368
725,20,RL,86.0,13286,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,Ex,TA,PConc,Ex,TA,No,GLQ,1234,Unf,0,464,GasA,Ex,Y,SBrkr,0,1698,1,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2007.0,Fin,3,768,TA,TA,Y,327,0,0,0,0,No,No,No,0,WD,Normal,320000,41.20679555607303,8.0,1698,2009-02-01,4351,256,0.1278037031461689
726,20,RL,60.0,6960,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1970,1970,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,375,BLQ,239,250,GasA,TA,Y,SBrkr,0,864,0,0,1,0,3,1,Gd,5,Typ,0,No,Detchd,1989.0,Unf,2,660,TA,TA,Y,96,0,0,0,0,No,No,Shed,500,WD,Normal,120500,29.393876913398138,0.0,864,2009-11-01,4078,330,0.12413793103448276
727,20,RL,70.04995836802665,21695,Pave,No,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,9,1988,2007,Hip,CompShg,Wd Sdng,Plywood,BrkFace,260.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,808,Unf,0,72,GasA,Ex,Y,SBrkr,0,1680,1,0,2,0,3,1,Gd,5,Typ,1,Gd,Attchd,1988.0,Fin,2,540,TA,TA,Y,292,0,182,0,0,No,No,No,0,WD,Normal,222000,29.664793948382652,6.6332495807108,1680,2009-12-01,4048,270,0.07743719751094723
728,20,RL,64.0,7314,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,82.0,Gd,TA,PConc,Gd,TA,Av,GLQ,724,Unf,0,508,GasA,Ex,Y,SBrkr,0,1232,1,0,2,0,2,1,Gd,6,Typ,0,No,Attchd,2007.0,RFn,2,632,TA,TA,Y,132,0,0,0,0,No,No,No,0,WD,Normal,194500,35.09985754956849,0.0,1232,2009-02-01,4351,316,0.16844407984686902
729,90,RL,85.0,11475,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1584,GasA,TA,Y,SBrkr,0,1776,1,0,2,0,4,2,TA,9,Typ,0,No,Detchd,1968.0,Unf,3,888,TA,TA,Y,0,0,0,0,0,No,No,No,0,COD,Abnorml,110000,39.7994974842648,5.0,1776,2009-07-01,4201,296,0.15477124183006535
730,30,RM,52.0,6240,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,152,Unf,0,628,GasA,TA,Y,FuseA,360,1208,0,0,1,0,2,1,TA,5,Typ,0,No,Detchd,1962.0,Unf,2,539,TA,TA,Y,0,112,0,0,0,No,No,No,0,WD,Normal,103000,27.92848008753788,4.795831523312719,848,2009-01-01,4382,269,0.1358974358974359
731,120,RL,39.0,5389,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1180,Unf,0,415,GasA,Ex,Y,SBrkr,0,1616,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1995.0,RFn,2,608,TA,TA,Y,237,0,0,0,0,No,No,No,0,WD,Normal,236500,39.93745109543172,12.328828005937952,1616,2010-03-01,3958,304,0.299870105771015
732,80,RL,73.0,9590,Pave,No,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,Gd,TA,PConc,Ex,TA,Av,GLQ,786,Unf,0,82,GasA,Ex,Y,SBrkr,0,1146,1,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2003.0,Fin,2,438,TA,TA,Y,160,0,0,0,0,No,No,No,0,WD,Normal,187500,29.46183972531247,4.69041575982343,1146,2007-05-01,4993,219,0.11949947862356622
733,60,RL,75.0,11404,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Gd,TA,Av,ALQ,252,Unf,0,901,GasA,Ex,Y,SBrkr,0,2031,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1998.0,Fin,2,541,TA,TA,Y,192,0,0,0,0,No,No,No,0,WD,Normal,222500,33.95585369269929,9.16515138991168,2031,2008-07-01,4566,270,0.17809540512101016
734,20,RL,80.0,10000,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1961,1983,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,594,Unf,0,270,GasA,Ex,Y,SBrkr,0,1144,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1961.0,RFn,1,264,TA,TA,Y,165,0,0,0,0,No,GdWo,Shed,400,WD,Normal,131400,29.393876913398138,0.0,1144,2009-03-01,4323,264,0.1144
735,20,RL,70.04995836802665,8978,Pave,No,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,948,GasA,TA,Y,SBrkr,0,948,0,0,1,0,3,1,TA,6,Typ,0,No,Attchd,1968.0,Unf,1,300,TA,TA,Y,147,0,0,0,0,No,No,No,0,WD,Family,108000,30.789608636681304,0.0,948,2007-05-01,4993,300,0.10559144575629316
736,75,RM,60.0,10800,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Rec,390,Unf,0,490,GasW,Fa,N,SBrkr,0,1768,0,0,1,1,2,1,TA,6,Typ,2,TA,Detchd,1914.0,Unf,2,320,TA,TA,N,0,0,0,0,0,No,No,No,0,WD,Normal,163000,29.664793948382652,18.466185312619388,1768,2006-10-01,5205,160,0.1637037037037037
737,90,RL,60.0,8544,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,Stucco,Stone,None,0.0,TA,TA,CBlock,No,No,No,No,0,No,0,0,GasA,Gd,N,FuseF,0,1040,0,0,2,0,2,2,TA,6,Typ,0,No,Detchd,1949.0,Unf,2,400,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,93500,0.0,0.0,1040,2006-07-01,5297,200,0.12172284644194757
738,60,RL,72.0,10463,Pave,No,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,893,GasA,Ex,Y,SBrkr,0,1801,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,3,800,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,239900,29.88310559496787,10.770329614269007,1801,2006-06-01,5327,266,0.17213036414030392
739,90,RL,60.0,10800,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,1200,Unf,0,0,GasA,TA,Y,SBrkr,0,1200,3,0,3,0,3,1,TA,5,Typ,0,No,No,1978.0,No,0,0,No,No,Y,120,0,0,0,0,No,No,No,0,WD,Alloca,179000,34.64101615137755,0.0,1200,2009-03-01,4323,0,0.1111111111111111
740,60,RL,65.0,9313,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,864,GasA,Ex,Y,SBrkr,0,1728,0,0,2,1,3,1,Gd,7,Typ,0,No,Attchd,2004.0,RFn,2,572,TA,TA,Y,187,0,0,0,0,No,No,No,0,WD,Normal,190000,29.393876913398138,7.483314773547883,1728,2009-04-01,4292,286,0.18554708472028347
