Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,SalePrice,TOTAL_BSMT_SF_SQRT,OPEN_PORCH_SF_SQRT,TOTAL_FLR_SQFT,TOTAL_FLR_CNT,SOLD_DATE,SOLD_HOW_LONG_AGO,GARAGE_CAPACITY
712,50,C (all),66.0,8712,Pave,Pave,Reg,HLS,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,7,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Stone,TA,TA,Mn,Unf,0,Unf,0,859,GasA,Gd,Y,SBrkr,0,1178,0,0,1,0,2,1,TA,7,Typ,0,No,Detchd,1964.0,RFn,1,384,TA,TA,N,68,98,0,0,0,No,No,No,0,WD,Abnorml,102776,29.30870177950569,0.0,1178,2,2010-01-01,4017,384
713,120,RL,40.0,4671,Pave,No,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,767,Unf,0,461,GasA,Gd,Y,SBrkr,0,1228,1,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,1988.0,Fin,2,472,TA,TA,Y,168,0,0,0,0,No,No,No,0,WD,Normal,189000,35.04283093587046,10.954451150103322,1228,1,2008-10-01,4474,236
714,190,RL,60.0,9873,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,2fmCon,1Story,4,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,160.0,TA,TA,CBlock,TA,TA,Av,ALQ,789,Unf,0,171,GasW,TA,N,SBrkr,0,960,1,0,1,0,3,1,TA,6,Typ,0,No,Detchd,1970.0,Unf,2,576,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,129000,30.983866769659336,16.97056274847714,960,1,2006-05-01,5358,288
715,60,RL,70.04995836802665,13517,Pave,No,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,2Story,6,8,1976,2005,Gable,CompShg,HdBoard,Plywood,BrkFace,289.0,Gd,TA,CBlock,TA,TA,No,GLQ,533,Unf,0,192,GasA,Ex,Y,SBrkr,0,1479,0,0,2,1,3,1,Gd,6,Typ,0,No,Attchd,1976.0,RFn,2,475,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,130500,26.92582403567252,6.6332495807108,1479,2,2010-03-01,3958,237
716,20,RL,78.0,10140,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1064,GasA,TA,Y,SBrkr,0,1350,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1974.0,RFn,2,478,TA,TA,Y,0,0,0,0,0,No,MnPrv,No,0,WD,Normal,165000,32.61901286060018,0.0,1350,1,2009-08-01,4170,239
717,70,RM,60.0,10800,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1890,1998,Gable,CompShg,Wd Sdng,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,718,GasA,Ex,Y,SBrkr,0,2554,0,0,1,1,3,1,TA,8,Typ,0,No,Detchd,1996.0,Unf,2,704,TA,TA,P,0,143,0,0,0,No,No,No,0,WD,Normal,159500,26.795522013948524,6.928203230275509,2554,2,2007-07-01,4932,352
718,20,RL,80.0,10000,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1973,2000,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,1084,Unf,0,92,GasA,Gd,Y,SBrkr,0,1178,0,1,1,1,3,1,Gd,5,Typ,1,Fa,Attchd,1973.0,Unf,2,439,TA,TA,Y,224,0,0,0,0,No,MnPrv,No,0,WD,Normal,157000,34.292856398964496,0.0,1178,1,2008-11-01,4443,219
719,60,RL,96.0,10542,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1994,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,651.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1173,Unf,0,138,GasA,Ex,Y,SBrkr,0,2418,1,0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1993.0,RFn,3,983,TA,TA,Y,250,216,0,0,0,No,No,No,0,WD,Normal,341000,36.207733980463345,12.409673645990857,2418,2,2008-08-01,4535,327
720,20,RL,69.0,9920,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1969,1969,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,523,Unf,0,448,GasA,TA,Y,SBrkr,0,971,0,0,1,1,3,1,TA,5,Typ,1,Po,Attchd,1969.0,Unf,1,300,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,128500,31.160872901765767,0.0,971,1,2006-05-01,5358,300
721,120,RL,70.04995836802665,6563,Pave,No,IR1,Low,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1148,Unf,0,594,GasA,TA,Y,SBrkr,0,1742,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1985.0,RFn,2,564,TA,TA,Y,114,234,0,0,0,No,No,No,0,WD,Normal,275000,41.737273509418415,5.291502622129181,1742,1,2006-12-01,5144,282
722,120,RM,70.04995836802665,4426,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Av,GLQ,662,Unf,0,186,GasA,Ex,Y,SBrkr,0,848,1,0,1,0,1,1,Gd,3,Typ,0,No,Attchd,2004.0,RFn,2,420,TA,TA,Y,160,0,0,0,0,No,No,No,0,WD,Normal,143000,29.120439557122072,0.0,848,1,2010-05-01,3897,210
723,20,RL,70.0,8120,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,191,Unf,0,673,GasA,Ex,Y,SBrkr,0,864,0,0,1,0,3,1,TA,5,Typ,0,No,Detchd,1994.0,Unf,2,463,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,124500,29.393876913398138,0.0,864,1,2009-07-01,4201,231
724,50,RL,60.0,8172,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,6,1954,1972,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,941,GasA,Ex,Y,SBrkr,0,1470,0,0,2,0,4,1,TA,7,Typ,0,No,Detchd,1958.0,Unf,1,548,TA,TA,Y,0,0,0,156,0,No,No,No,0,WD,Normal,135000,30.675723300355934,0.0,1470,2,2008-05-01,4627,548
725,20,RL,86.0,13286,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,Ex,TA,PConc,Ex,TA,No,GLQ,1234,Unf,0,464,GasA,Ex,Y,SBrkr,0,1698,1,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2007.0,Fin,3,768,TA,TA,Y,327,0,0,0,0,No,No,No,0,WD,Normal,320000,41.20679555607303,8.0,1698,1,2009-02-01,4351,256
726,20,RL,60.0,6960,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1970,1970,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,375,BLQ,239,250,GasA,TA,Y,SBrkr,0,864,0,0,1,0,3,1,Gd,5,Typ,0,No,Detchd,1989.0,Unf,2,660,TA,TA,Y,96,0,0,0,0,No,No,Shed,500,WD,Normal,120500,29.393876913398138,0.0,864,1,2009-11-01,4078,330
727,20,RL,70.04995836802665,21695,Pave,No,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,9,1988,2007,Hip,CompShg,Wd Sdng,Plywood,BrkFace,260.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,808,Unf,0,72,GasA,Ex,Y,SBrkr,0,1680,1,0,2,0,3,1,Gd,5,Typ,1,Gd,Attchd,1988.0,Fin,2,540,TA,TA,Y,292,0,182,0,0,No,No,No,0,WD,Normal,222000,29.664793948382652,6.6332495807108,1680,1,2009-12-01,4048,270
728,20,RL,64.0,7314,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,82.0,Gd,TA,PConc,Gd,TA,Av,GLQ,724,Unf,0,508,GasA,Ex,Y,SBrkr,0,1232,1,0,2,0,2,1,Gd,6,Typ,0,No,Attchd,2007.0,RFn,2,632,TA,TA,Y,132,0,0,0,0,No,No,No,0,WD,Normal,194500,35.09985754956849,0.0,1232,1,2009-02-01,4351,316
729,90,RL,85.0,11475,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1584,GasA,TA,Y,SBrkr,0,1776,1,0,2,0,4,2,TA,9,Typ,0,No,Detchd,1968.0,Unf,3,888,TA,TA,Y,0,0,0,0,0,No,No,No,0,COD,Abnorml,110000,39.7994974842648,5.0,1776,1,2009-07-01,4201,296
730,30,RM,52.0,6240,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,152,Unf,0,628,GasA,TA,Y,FuseA,360,1208,0,0,1,0,2,1,TA,5,Typ,0,No,Detchd,1962.0,Unf,2,539,TA,TA,Y,0,112,0,0,0,No,No,No,0,WD,Normal,103000,27.92848008753788,4.795831523312719,848,1,2009-01-01,4382,269
731,120,RL,39.0,5389,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1180,Unf,0,415,GasA,Ex,Y,SBrkr,0,1616,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1995.0,RFn,2,608,TA,TA,Y,237,0,0,0,0,No,No,No,0,WD,Normal,236500,39.93745109543172,12.328828005937952,1616,1,2010-03-01,3958,304
732,80,RL,73.0,9590,Pave,No,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,Gd,TA,PConc,Ex,TA,Av,GLQ,786,Unf,0,82,GasA,Ex,Y,SBrkr,0,1146,1,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2003.0,Fin,2,438,TA,TA,Y,160,0,0,0,0,No,No,No,0,WD,Normal,187500,29.46183972531247,4.69041575982343,1146,1,2007-05-01,4993,219
733,60,RL,75.0,11404,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Gd,TA,Av,ALQ,252,Unf,0,901,GasA,Ex,Y,SBrkr,0,2031,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1998.0,Fin,2,541,TA,TA,Y,192,0,0,0,0,No,No,No,0,WD,Normal,222500,33.95585369269929,9.16515138991168,2031,2,2008-07-01,4566,270
734,20,RL,80.0,10000,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1961,1983,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,594,Unf,0,270,GasA,Ex,Y,SBrkr,0,1144,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1961.0,RFn,1,264,TA,TA,Y,165,0,0,0,0,No,GdWo,Shed,400,WD,Normal,131400,29.393876913398138,0.0,1144,1,2009-03-01,4323,264
735,20,RL,70.04995836802665,8978,Pave,No,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,948,GasA,TA,Y,SBrkr,0,948,0,0,1,0,3,1,TA,6,Typ,0,No,Attchd,1968.0,Unf,1,300,TA,TA,Y,147,0,0,0,0,No,No,No,0,WD,Family,108000,30.789608636681304,0.0,948,1,2007-05-01,4993,300
736,75,RM,60.0,10800,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Rec,390,Unf,0,490,GasW,Fa,N,SBrkr,0,1768,0,0,1,1,2,1,TA,6,Typ,2,TA,Detchd,1914.0,Unf,2,320,TA,TA,N,0,0,0,0,0,No,No,No,0,WD,Normal,163000,29.664793948382652,18.466185312619388,1768,2,2006-10-01,5205,160
737,90,RL,60.0,8544,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,Stucco,Stone,None,0.0,TA,TA,CBlock,No,No,No,No,0,No,0,0,GasA,Gd,N,FuseF,0,1040,0,0,2,0,2,2,TA,6,Typ,0,No,Detchd,1949.0,Unf,2,400,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,93500,0.0,0.0,1040,1,2006-07-01,5297,200
738,60,RL,72.0,10463,Pave,No,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,893,GasA,Ex,Y,SBrkr,0,1801,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,3,800,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,239900,29.88310559496787,10.770329614269007,1801,2,2006-06-01,5327,266
739,90,RL,60.0,10800,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,1200,Unf,0,0,GasA,TA,Y,SBrkr,0,1200,3,0,3,0,3,1,TA,5,Typ,0,No,No,1978.0,No,0,0,No,No,Y,120,0,0,0,0,No,No,No,0,WD,Alloca,179000,34.64101615137755,0.0,1200,1,2009-03-01,4323,0
740,60,RL,65.0,9313,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,864,GasA,Ex,Y,SBrkr,0,1728,0,0,2,1,3,1,Gd,7,Typ,0,No,Attchd,2004.0,RFn,2,572,TA,TA,Y,187,0,0,0,0,No,No,No,0,WD,Normal,190000,29.393876913398138,7.483314773547883,1728,2,2009-04-01,4292,286
741,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,2002,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,0,Unf,0,264,GasA,Ex,Y,SBrkr,0,1432,0,0,2,0,2,1,TA,7,Typ,0,No,Detchd,1910.0,Unf,2,360,TA,Gd,Y,270,112,0,0,0,No,GdPrv,No,0,WD,Abnorml,132000,16.24807680927192,0.0,1432,2,2007-05-01,4993,180
742,20,RL,65.0,6768,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,832,Unf,0,80,GasA,Gd,Y,SBrkr,0,912,1,1,1,0,3,1,Gd,5,Typ,0,No,Detchd,1962.0,Unf,1,288,TA,TA,Y,168,0,0,0,0,No,GdPrv,No,0,WD,Normal,142000,30.199337741083,0.0,912,1,2008-05-01,4627,288
743,20,RL,65.0,8450,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1349,GasA,Ex,Y,SBrkr,0,1349,0,0,2,0,3,1,TA,6,Typ,0,No,Attchd,2000.0,Unf,2,539,TA,TA,Y,120,0,0,0,0,No,GdPrv,No,0,WD,Normal,179000,36.72873534441391,7.416198487095663,1349,1,2007-12-01,4779,269
744,80,RL,70.0,12886,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,444,Unf,0,76,GasA,Ex,Y,SBrkr,0,1464,0,1,2,0,3,1,TA,6,Min2,1,TA,Attchd,1997.0,RFn,2,480,TA,TA,Y,302,0,0,100,0,No,No,No,0,WD,Normal,175000,22.80350850198276,0.0,1464,1,2009-10-01,4109,240
745,120,RL,41.0,5395,Pave,No,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,733,Unf,0,604,GasA,Gd,Y,SBrkr,0,1337,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1993.0,RFn,2,462,TA,TA,Y,96,70,168,0,0,No,No,No,0,WD,Normal,180000,36.565010597564445,0.0,1337,1,2008-10-01,4474,231
746,60,RL,70.04995836802665,8963,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,9,1976,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,289.0,Ex,Gd,CBlock,TA,Gd,No,GLQ,575,ALQ,80,487,GasA,Ex,Y,SBrkr,0,2715,0,1,3,1,4,1,Gd,11,Typ,2,TA,BuiltIn,1994.0,Fin,2,831,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,299800,33.793490497431605,14.2828568570857,2715,2,2008-07-01,4566,415
747,60,RL,70.04995836802665,8795,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,300,Unf,0,652,GasA,Ex,Y,SBrkr,0,2256,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,2000.0,Fin,2,554,TA,TA,Y,224,0,0,0,0,No,No,No,0,WD,Normal,236000,30.854497241083024,7.3484692283495345,2256,2,2009-04-01,4292,277
748,70,RM,65.0,11700,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1880,2003,Mansard,CompShg,Stucco,Stucco,None,0.0,Gd,TA,Stone,TA,Fa,No,Unf,0,Unf,0,1240,GasW,TA,N,SBrkr,0,2640,0,0,1,1,4,1,Gd,8,Typ,1,Gd,Detchd,1950.0,Unf,4,864,TA,TA,N,181,386,0,0,0,No,No,No,0,WD,Normal,265979,35.21363372331802,0.0,2640,2,2009-05-01,4262,216
749,20,RL,59.0,10593,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,Gd,TA,PConc,Gd,TA,No,GLQ,919,Unf,0,801,GasA,Ex,Y,SBrkr,0,1720,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1996.0,Fin,2,527,TA,TA,Y,240,154,0,0,0,No,No,No,0,WD,Normal,260400,41.47288270665544,7.483314773547883,1720,1,2010-03-01,3958,263
750,50,RL,50.0,8405,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,Slab,No,No,No,No,0,No,0,0,Wall,TA,N,FuseF,0,1529,0,0,2,0,4,1,TA,9,Mod,0,No,Detchd,1945.0,Unf,1,240,TA,TA,N,92,185,0,0,0,No,No,No,0,WD,Normal,98000,0.0,0.0,1529,2,2009-04-01,4292,240
751,50,RM,55.0,8800,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,576,GasA,Gd,Y,SBrkr,0,1140,0,0,1,0,3,1,TA,7,Min2,0,No,No,1978.0,No,0,0,No,No,N,0,0,0,0,0,No,No,No,0,WD,Normal,96500,24.0,12.649110640673518,1140,2,2010-06-01,3866,0
752,60,RL,70.04995836802665,7750,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,660,GasA,Ex,Y,SBrkr,0,1320,0,0,2,1,3,1,Gd,6,Typ,0,No,Attchd,2003.0,Fin,2,400,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,162000,25.69046515733026,6.928203230275509,1320,2,2007-08-01,4901,200
753,20,RL,79.0,9236,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,1200,Unf,0,279,GasA,Ex,Y,SBrkr,0,1494,1,0,2,0,3,1,Gd,6,Typ,0,No,Attchd,1997.0,RFn,2,576,TA,TA,Y,168,0,0,0,0,No,No,No,0,WD,Normal,217000,38.45776904605882,5.196152422706632,1494,1,2006-07-01,5297,288
754,60,RL,80.0,10240,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1030,GasA,Gd,Y,SBrkr,0,2098,0,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2005.0,RFn,3,878,TA,TA,Y,192,0,0,0,0,No,No,No,0,WD,Normal,275500,32.09361307176243,7.211102550927978,2098,2,2006-03-01,5419,292
755,20,RL,61.0,7930,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,2005,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,439,LwQ,472,115,GasA,Gd,Y,SBrkr,0,1026,1,0,1,0,3,1,Gd,5,Typ,0,No,Detchd,1969.0,RFn,2,440,TA,TA,Y,171,0,0,0,0,No,No,No,0,WD,Normal,156000,32.03123475609393,6.928203230275509,1026,1,2009-07-01,4201,220
756,160,FV,34.0,3230,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,TA,TA,PConc,Gd,TA,No,GLQ,381,Unf,0,348,GasA,Gd,Y,SBrkr,0,1471,0,0,2,1,3,1,TA,6,Typ,0,No,Detchd,1999.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,172500,27.0,4.898979485566356,1471,2,2009-03-01,4323,220
757,60,RL,68.0,10769,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,846,GasA,Ex,Y,SBrkr,0,1768,0,0,2,1,3,1,Gd,7,Typ,0,No,Attchd,2007.0,RFn,2,578,TA,TA,Y,144,0,0,0,0,No,No,No,0,WD,Normal,212000,29.427877939124322,10.246950765959598,1768,2,2009-04-01,4292,289
758,60,RL,70.04995836802665,11616,Pave,No,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328.0,TA,TA,CBlock,TA,TA,Mn,Rec,438,Unf,0,234,GasA,TA,Y,SBrkr,0,1386,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Fin,2,440,TA,TA,Y,335,0,0,0,0,No,GdPrv,No,0,WD,Abnorml,158900,25.92296279363144,0.0,1386,2,2010-04-01,3927,220
759,160,FV,24.0,2280,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,360.0,TA,TA,PConc,Gd,TA,No,ALQ,549,Unf,0,195,GasA,Gd,Y,SBrkr,0,1501,0,0,2,1,3,1,TA,6,Typ,0,No,Detchd,1999.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,No,No,No,0,WD,Normal,179400,27.27636339397171,0.0,1501,2,2008-08-01,4535,220
